N,P,K,temperature,humidity,ph,rainfall,soil_type,season,region,irrigation,fertilizer,label
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,Clay,Summer,South,Canal,Chemical,Sunflower
89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,Clay,Summer,East,Rainfed,Mixed,Maize
96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,Loamy,Rainy,West,Rainfed,Chemical,Millet
82,26,47,28.50416396,93.46806467,6.565312653,24.20007242,Silty,Summer,South,Canal,Organic,Banana
106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,Silty,Rainy,West,Rainfed,Mixed,Turmeric
90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,Sandy,Summer,North,Rainfed,Mixed,Coconut
106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,Sandy,Winter,East,Canal,Mixed,Tea
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,Sandy,Winter,North,Rainfed,Mixed,Sunflower
7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,Clay,Winter,East,Rainfed,Mixed,Maize
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,Clay,Winter,West,Rainfed,Organic,Sugarcane
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,Sandy,Rainy,West,Canal,Mixed,Chickpea
20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,Sandy,Summer,North,Rainfed,Chemical,Rice
32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,Sandy,Rainy,East,Drip,Mixed,Jute
27,139,205,22.48403042,93.40819246,5.772179946,105.5473627,Silty,Winter,East,Drip,Mixed,Barley
0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,Clay,Rainy,West,Canal,Mixed,Pepper
22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,Silty,Summer,North,Drip,Mixed,Wheat
1,124,199,23.71059131,93.27392415,5.658473817,112.6676589,Silty,Rainy,East,Canal,Mixed,Maize
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,Sandy,Summer,West,Drip,Organic,Barley
29,121,196,22.84852833,94.32130209,6.079497202,123.5977843,Sandy,Rainy,South,Drip,Organic,Groundnut
13,126,204,23.1094265,92.79630809,6.383180271,108.183792,Loamy,Summer,North,Drip,Mixed,Maize
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,Loamy,Summer,South,Canal,Organic,Maize
0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,Silty,Winter,North,Canal,Chemical,Mustard
30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,Clay,Summer,West,Rainfed,Mixed,Cardamom
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,Sandy,Winter,East,Canal,Chemical,Tea
37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,Sandy,Winter,East,Drip,Chemical,Chickpea
33,121,203,22.45696744,94.76285385,5.605934087,114.8407725,Silty,Winter,East,Drip,Mixed,Barley
7,144,195,22.96388477,93.58065995,5.85648105,104.6472986,Loamy,Rainy,North,Canal,Chemical,Potato
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,Clay,Rainy,West,Canal,Chemical,Onion
29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,Loamy,Rainy,South,Canal,Chemical,Mango
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,Loamy,Rainy,West,Rainfed,Mixed,Potato
34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,Loamy,Summer,South,Drip,Mixed,Maize
29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,Loamy,Summer,North,Rainfed,Chemical,Maize
32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,Sandy,Rainy,North,Rainfed,Mixed,Jute
13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,Sandy,Summer,South,Drip,Mixed,Tea
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,Loamy,Summer,South,Drip,Chemical,Maize
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,Clay,Winter,South,Canal,Mixed,Coconut
6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,Silty,Winter,West,Canal,Organic,Coconut
37,126,196,23.59997268,90.97597665,5.596449493,107.1728191,Clay,Winter,South,Rainfed,Mixed,Wheat
2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,Clay,Winter,North,Canal,Organic,Banana
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,Clay,Summer,North,Canal,Chemical,Mustard
10,141,201,22.12659387,90.97818277,6.386021424,104.5412275,Loamy,Rainy,East,Drip,Mixed,Coffee
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,Sandy,Summer,South,Drip,Chemical,Orange
23,138,195,22.49095104,91.70292746,5.795985716,124.3915101,Clay,Summer,West,Canal,Chemical,Sugarcane
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,Loamy,Summer,West,Drip,Chemical,Maize
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,Clay,Winter,West,Canal,Chemical,Pepper
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,Clay,Winter,East,Drip,Chemical,Cardamom
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,Loamy,Winter,North,Drip,Mixed,Chickpea
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,Sandy,Rainy,West,Drip,Organic,Rice
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,Sandy,Summer,North,Drip,Mixed,Groundnut
21,135,198,23.86087054,94.92048112,5.765015126,105.0241329,Silty,Rainy,East,Canal,Mixed,Barley
5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,Loamy,Winter,South,Rainfed,Mixed,Cotton
2,123,205,22.36629253,90.78572467,5.739652177,124.9831618,Silty,Rainy,South,Drip,Mixed,Sunflower
15,133,199,23.99686172,91.61001707,5.824778636,117.6102915,Silty,Summer,South,Canal,Organic,Pepper
31,130,198,21.80129837,92.73446667,5.554823557,120.0586671,Silty,Summer,West,Canal,Mixed,Pepper
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,Sandy,Winter,South,Drip,Chemical,Groundnut
16,143,204,23.71475278,91.53331177,5.631333387,121.8961665,Loamy,Winter,West,Rainfed,Mixed,Pulses
19,122,202,23.34467359,90.37981478,5.811975094,112.8954016,Silty,Rainy,East,Drip,Mixed,Tea
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,Loamy,Winter,East,Canal,Organic,Mango
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,Loamy,Winter,West,Rainfed,Organic,Chickpea
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,Sandy,Summer,North,Canal,Chemical,Tea
28,136,200,23.06204373,92.39544055,6.245858905,114.7399101,Silty,Winter,South,Drip,Mixed,Pulses
2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,Silty,Winter,South,Rainfed,Mixed,Turmeric
2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,Loamy,Summer,South,Canal,Mixed,Maize
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,Clay,Summer,West,Canal,Chemical,Cotton
30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,Sandy,Rainy,East,Canal,Organic,Mustard
32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,Sandy,Winter,South,Drip,Chemical,Pulses
29,139,205,23.64142354,93.74461474,6.155939453,116.6912176,Sandy,Summer,East,Rainfed,Mixed,Barley
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,Sandy,Rainy,South,Drip,Organic,Tomato
40,136,202,22.85267372,94.5764581,5.935336308,117.5314026,Silty,Rainy,South,Drip,Organic,Groundnut
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,Silty,Winter,West,Drip,Chemical,Grapes
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,Clay,Winter,North,Rainfed,Organic,Coconut
17,136,196,23.87192332,90.49939035,5.882155988,103.0548094,Sandy,Rainy,West,Drip,Organic,Sunflower
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,Sandy,Summer,South,Drip,Mixed,Cardamom
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,Loamy,Rainy,South,Drip,Mixed,Tomato
27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,Silty,Winter,North,Drip,Organic,Pepper
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,Sandy,Summer,East,Canal,Organic,Barley
3,141,197,21.98141856,91.12719303,6.142803397,115.4789148,Clay,Summer,East,Drip,Chemical,Tea
15,123,204,22.52709326,92.54780429,6.365972688,115.3830068,Clay,Rainy,South,Canal,Chemical,Wheat
5,136,195,22.35628673,91.92360477,6.264202804,107.7697413,Silty,Winter,East,Drip,Organic,Rice
10,136,204,21.19852186,92.15595143,6.276198595,105.8554351,Clay,Rainy,South,Rainfed,Mixed,Cotton
7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,Clay,Rainy,North,Canal,Organic,Groundnut
2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,Silty,Rainy,North,Canal,Organic,Cardamom
29,138,197,22.19055385,92.43764169,5.830892252,121.6622761,Sandy,Summer,South,Canal,Mixed,Cardamom
30,137,200,22.91430043,90.70475565,5.603413172,118.6044645,Sandy,Summer,North,Canal,Mixed,Cabbage
29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,Clay,Winter,West,Rainfed,Chemical,Cabbage
14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,Clay,Winter,West,Drip,Chemical,Wheat
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,Sandy,Rainy,North,Canal,Chemical,Apple
33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,Silty,Rainy,South,Rainfed,Chemical,Grapes
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,Clay,Rainy,South,Canal,Mixed,Soybean
9,143,197,23.75033085,92.88160462,5.570020684,117.6602827,Loamy,Winter,North,Drip,Organic,Banana
38,135,203,23.76121837,93.661643,5.965551311,100.825956,Silty,Summer,East,Canal,Chemical,Apple
28,130,196,22.13450646,94.67695747,6.062356467,112.9203223,Clay,Summer,West,Rainfed,Chemical,Cardamom
35,142,203,21.17089176,90.23730166,5.895319002,123.6495149,Clay,Rainy,East,Drip,Mixed,Turmeric
12,129,205,22.36238282,91.15761594,6.119432215,118.6832725,Loamy,Rainy,South,Rainfed,Mixed,Mustard
1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,Loamy,Rainy,South,Drip,Organic,Pineapple
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,Sandy,Rainy,East,Drip,Organic,Pepper
31,121,201,23.15791104,90.34396882,5.731535258,110.712841,Silty,Winter,North,Drip,Mixed,Pineapple
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,Silty,Summer,East,Canal,Chemical,Coconut
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,Sandy,Rainy,East,Rainfed,Chemical,Groundnut
33,138,198,22.29423493,90.69033986,6.222390798,122.7418744,Silty,Winter,West,Rainfed,Chemical,Mango
14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,Silty,Rainy,West,Rainfed,Organic,Orange
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,Silty,Rainy,East,Drip,Chemical,Cardamom
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,Silty,Summer,East,Canal,Chemical,Banana
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,Silty,Rainy,South,Drip,Mixed,Sugarcane
31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,Loamy,Summer,West,Rainfed,Chemical,Maize
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,Silty,Summer,West,Canal,Mixed,Potato
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,Loamy,Summer,South,Canal,Chemical,Maize
22,30,12,15.78144173,92.51077745,6.354006744,119.035002,Silty,Winter,North,Canal,Organic,Cabbage
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,Sandy,Winter,West,Rainfed,Chemical,Chickpea
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,Clay,Summer,West,Canal,Chemical,Sunflower
7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,Loamy,Rainy,North,Canal,Mixed,Apple
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,Silty,Summer,West,Drip,Mixed,Soybean
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,Sandy,Rainy,West,Drip,Mixed,Tomato
5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,Clay,Summer,North,Canal,Chemical,Coconut
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,Loamy,Rainy,North,Canal,Chemical,Tea
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,Clay,Winter,East,Drip,Organic,Turmeric
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,Sandy,Rainy,South,Drip,Chemical,Banana
21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,Loamy,Summer,South,Drip,Organic,Maize
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,Clay,Winter,North,Rainfed,Mixed,Barley
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,Silty,Rainy,North,Rainfed,Mixed,Mango
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,Loamy,Rainy,West,Drip,Mixed,Maize
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,Clay,Rainy,East,Canal,Organic,Groundnut
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,Sandy,Rainy,East,Drip,Chemical,Orange
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,Sandy,Rainy,North,Rainfed,Mixed,Soybean
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,Loamy,Winter,West,Canal,Chemical,Turmeric
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,Clay,Winter,West,Rainfed,Chemical,Pepper
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,Loamy,Winter,South,Canal,Mixed,Cardamom
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,Loamy,Winter,South,Rainfed,Organic,Cardamom
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,Clay,Summer,West,Canal,Chemical,Mango
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,Clay,Winter,South,Canal,Mixed,Pepper
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,Silty,Rainy,North,Canal,Chemical,Maize
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,Clay,Rainy,West,Canal,Chemical,Banana
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,Sandy,Winter,South,Rainfed,Chemical,Rice
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,Loamy,Rainy,East,Rainfed,Chemical,Pulses
11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,Loamy,Winter,West,Canal,Chemical,Chickpea
9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,Sandy,Rainy,West,Canal,Organic,Onion
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,Clay,Summer,East,Rainfed,Organic,Sugarcane
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,Sandy,Summer,North,Canal,Mixed,Grapes
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,Sandy,Winter,East,Canal,Organic,Potato
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,Silty,Winter,West,Canal,Organic,Cotton
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,Sandy,Winter,North,Drip,Organic,Pepper
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,Loamy,Rainy,South,Canal,Chemical,Sunflower
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,Sandy,Winter,South,Drip,Chemical,Pulses
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,Loamy,Summer,South,Canal,Mixed,Maize
6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,Loamy,Rainy,West,Rainfed,Mixed,Jute
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,Loamy,Winter,East,Drip,Mixed,Pepper
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,Clay,Rainy,North,Drip,Chemical,Mango
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,Silty,Rainy,South,Canal,Organic,Jute
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,Loamy,Winter,North,Canal,Organic,Sugarcane
24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,Loamy,Rainy,West,Drip,Chemical,Groundnut
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,Clay,Summer,South,Rainfed,Mixed,Groundnut
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,Loamy,Summer,West,Rainfed,Mixed,Maize
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,Sandy,Rainy,East,Canal,Mixed,Orange
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,Sandy,Winter,West,Rainfed,Chemical,Onion
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,Silty,Rainy,West,Rainfed,Mixed,Pulses
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,Loamy,Summer,East,Canal,Mixed,Maize
15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,Clay,Rainy,North,Rainfed,Chemical,Mango
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,Sandy,Rainy,East,Canal,Organic,Rice
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,Clay,Summer,East,Drip,Chemical,Cardamom
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,Clay,Rainy,West,Canal,Chemical,Coffee
14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,Sandy,Rainy,North,Drip,Chemical,Wheat
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,Clay,Winter,South,Drip,Chemical,Onion
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,Sandy,Winter,East,Rainfed,Organic,Cotton
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,Clay,Summer,North,Rainfed,Mixed,Coffee
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,Sandy,Summer,East,Rainfed,Chemical,Soybean
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,Loamy,Summer,East,Canal,Organic,Maize
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,Silty,Winter,East,Rainfed,Mixed,Grapes
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,Sandy,Summer,East,Drip,Mixed,Mango
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,Sandy,Summer,West,Rainfed,Mixed,Banana
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,Silty,Summer,North,Rainfed,Chemical,Pulses
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,Sandy,Winter,North,Canal,Chemical,Cabbage
19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,Sandy,Rainy,North,Canal,Mixed,Cardamom
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,Clay,Summer,East,Drip,Mixed,Pulses
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,Silty,Rainy,West,Canal,Mixed,Sugarcane
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,Loamy,Summer,East,Rainfed,Mixed,Maize
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,Sandy,Rainy,East,Canal,Mixed,Groundnut
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,Silty,Winter,North,Drip,Mixed,Cabbage
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,Clay,Winter,East,Rainfed,Organic,Barley
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,Loamy,Summer,South,Drip,Mixed,Maize
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,Silty,Rainy,East,Canal,Chemical,Grapes
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,Loamy,Winter,South,Canal,Chemical,Pineapple
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,Loamy,Summer,East,Drip,Chemical,Maize
25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,Loamy,Summer,West,Rainfed,Mixed,Maize
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,Sandy,Winter,West,Canal,Chemical,Turmeric
37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,Sandy,Winter,North,Canal,Organic,Soybean
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,Clay,Summer,East,Rainfed,Mixed,Grapes
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,Clay,Rainy,South,Canal,Chemical,Potato
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,Silty,Rainy,South,Drip,Organic,Tea
19,7,9,27.255435,91.71369387,6.969883483,101.139435,Clay,Rainy,East,Canal,Organic,Barley
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,Loamy,Summer,South,Canal,Chemical,Maize
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,Loamy,Winter,West,Rainfed,Organic,Potato
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,Sandy,Summer,South,Drip,Chemical,Groundnut
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,Loamy,Winter,North,Rainfed,Organic,Grapes
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,Silty,Rainy,West,Canal,Mixed,Coconut
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,Loamy,Rainy,West,Canal,Mixed,Coconut
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,Loamy,Winter,West,Rainfed,Mixed,Pepper
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,Silty,Winter,East,Rainfed,Mixed,Coffee
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,Clay,Summer,East,Rainfed,Mixed,Barley
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,Clay,Rainy,West,Drip,Chemical,Groundnut
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,Silty,Summer,East,Canal,Mixed,Cotton
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,Sandy,Summer,South,Rainfed,Mixed,Pineapple
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,Loamy,Summer,East,Canal,Mixed,Maize
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,Silty,Rainy,East,Drip,Mixed,Mustard
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,Loamy,Summer,West,Drip,Organic,Maize
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,Sandy,Summer,North,Drip,Mixed,Jute
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,Loamy,Summer,North,Drip,Mixed,Maize
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,Silty,Summer,North,Canal,Chemical,Orange
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,Loamy,Summer,South,Drip,Organic,Maize
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,Clay,Summer,East,Drip,Chemical,Barley
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,Sandy,Rainy,North,Rainfed,Mixed,Jute
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,Sandy,Summer,West,Drip,Chemical,Soybean
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,Sandy,Winter,North,Rainfed,Chemical,Sugarcane
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,Silty,Summer,North,Drip,Mixed,Barley
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,Sandy,Summer,East,Drip,Organic,Chickpea
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,Clay,Rainy,East,Rainfed,Organic,Sugarcane
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,Silty,Rainy,East,Drip,Chemical,Pepper
69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,Clay,Winter,South,Canal,Mixed,Millet
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,Loamy,Winter,South,Canal,Chemical,Cardamom
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,Loamy,Rainy,North,Drip,Chemical,Turmeric
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,Loamy,Rainy,East,Canal,Chemical,Sugarcane
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,Loamy,Summer,North,Rainfed,Mixed,Maize
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,Clay,Rainy,West,Drip,Mixed,Coffee
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,Silty,Winter,West,Drip,Organic,Jute
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,Silty,Summer,East,Rainfed,Mixed,Turmeric
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,Sandy,Winter,East,Rainfed,Chemical,Onion
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,Clay,Summer,West,Rainfed,Chemical,Sugarcane
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,Loamy,Rainy,East,Drip,Organic,Banana
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,Clay,Winter,South,Rainfed,Mixed,Potato
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,Sandy,Summer,South,Rainfed,Chemical,Millet
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,Sandy,Summer,East,Canal,Organic,Cardamom
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,Clay,Rainy,West,Canal,Organic,Coconut
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,Clay,Rainy,North,Drip,Chemical,Sugarcane
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,Clay,Rainy,East,Canal,Chemical,Cotton
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,Silty,Winter,East,Canal,Mixed,Coffee
36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,Loamy,Summer,North,Rainfed,Organic,Maize
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,Clay,Rainy,East,Rainfed,Chemical,Wheat
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,Clay,Winter,North,Canal,Organic,Cotton
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,Clay,Winter,West,Canal,Mixed,Coconut
34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,Sandy,Winter,South,Canal,Chemical,Cabbage
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,Sandy,Rainy,West,Drip,Mixed,Banana
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,Silty,Rainy,South,Drip,Organic,Chickpea
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,Loamy,Summer,North,Drip,Mixed,Maize
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,Silty,Summer,South,Canal,Mixed,Cotton
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,Loamy,Rainy,West,Canal,Organic,Mustard
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,Sandy,Winter,South,Drip,Mixed,Pineapple
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,Sandy,Winter,North,Drip,Organic,Barley
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,Sandy,Winter,South,Canal,Chemical,Cotton
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,Silty,Summer,East,Rainfed,Organic,Orange
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,Clay,Winter,West,Drip,Organic,Mango
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,Clay,Summer,East,Canal,Chemical,Pulses
59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,Sandy,Summer,North,Canal,Organic,Tomato
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,Clay,Winter,South,Rainfed,Chemical,Apple
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,Clay,Winter,East,Canal,Chemical,Chickpea
